GENE_NAMES	UNIPROT_ID	IN_CANCER_GENE_LISTS	MAPPED_UNIPROT_ID	PDBID-CHAIN	PDB_FRAGMENT	UNIPROT_SEQ_LENGTH	MAP_START	MAP_END	PERCENT_IDENTITY	NSITES	NSAMPLES	CLUMPS_P	CLUMPS_Q_FULL	CLUMPS_Q_RESTRICTED	NOTES
TLE1	Q04724		Q04724	1gxr-B	NA	770	436	770	100	48	53	0.124	0.809055	-1	
TNPO1	Q92973		Q92973	2ot8-B	NA	898	18	898	100	83	101	0.122	0.809055	-1	
TNS2	Q63HR2		Q63HR2	3hqc-A	NA	1409	1264	1406	100	16	16	0.124	0.809055	-1	
TREM1	Q9NP99		Q9NP99	1q8m-B	NA	234	17	134	100	29	35	0.12	0.809055	-1	
TRIM17	Q9Y577		Q0PF16	5k3q-B	NA	477	96	137	47.6	12	12	0.122	0.809055	-1	
TRIM61	Q5EBN2		Q99496	3rpg-C	NA	209	1	83	32.9	13	17	0.121	0.809055	-1	
TST	Q16762		P00586	1orb-A	NA	297	2	294	89.8	42	42	0.12	0.809055	-1	
TTC14	Q96N46		O43765	2vyi-A	NA	770	292	416	30.5	19	26	0.124	0.809055	-1	
UBA1	P22314		Q9UBT2	3kyc-B	NA	1058	461	928	31.2	40	44	0.121	0.809055	-1	
UBC	P0CG48		P0CG47	2y5b-F	NA	685	77	227	100	23	24	0.124	0.809055	-1	
UBTFL1	P0CB47		Q00059	6erp-C	NA	393	100	287	23.8	35	40	0.122	0.809055	-1	
UBXN7	O94888		O94888	2dlx-A	NA	489	131	270	100	18	18	0.122	0.809055	-1	
UNK	Q9C0B0		Q8BL48	5elh-A	NA	810	31	172	100	23	29	0.125	0.809055	-1	
WDR47	O94967		B2J0I0	2ymu-A	NA	919	606	919	28.6	43	47	0.122	0.809055	-1	
WWC1	Q8IX03		Q8IX03	2z0u-B	NA	1113	658	785	100	17	23	0.122	0.809055	-1	
ZBTB16	Q05516	S	D9IWL3	5v3g-A	NA	673	486	653	43.5	36	50	0.121	0.809055	0.532031	
ZBTB38	Q8NAP3		Q86T24	3m8v-A	NA	1195	12	122	46.9	12	12	0.123	0.809055	-1	
ZFYVE21	Q9BQ24		Q7Z3T8	3t7l-A	NA	234	32	108	40.3	9	10	0.12	0.809055	-1	
ZNF215	Q9UL58		Q07230	2i13-A	NA	517	237	373	24.4	24	27	0.12	0.809055	-1	
ZNF274	Q96GC6		Q5JVG2	2eov-A	NA	653	446	478	27.3	5	10	0.121	0.809055	-1	
ZNF354C	Q86Y25		O60481	2rpc-A	NA	554	194	270	38.3	18	23	0.121	0.809055	-1	
ZNF560	Q96MR9		P17028	1x6e-A	NA	790	733	790	58.6	20	27	0.125	0.809055	-1	
ZNF606	Q8WXB4		Q07230	2i13-A	NA	792	219	366	30.5	20	22	0.122	0.809055	-1	
ZNF630	Q2M218		D9IWL3	5v3g-A	NA	657	456	622	61.1	24	32	0.122	0.809055	-1	
ZNF671	Q8TAW3		P49711	5und-A	NA	534	212	364	23.6	26	33	0.125	0.809055	-1	
ZNF711	Q9Y462		Q9NPA5	2dmd-A	NA	761	675	758	34.5	26	29	0.12	0.809055	-1	
ZNF878	C9JN71		Q8BG62	1v65-A	NA	531	4	54	58.8	10	10	0.12	0.809055	-1	
A1BG	P04217		P43629	5t70-G	NA	495	219	492	27.4	26	35	0.126	0.809852	-1	
ADAMTS17	Q8TE56		P35446	1vex-A	NA	1095	853	913	25.4	13	15	0.126	0.809852	-1	
ARHGEF39	Q8N4T4		Q9Y4F1	4h6y-B	NA	335	22	331	21.9	32	33	0.126	0.809852	-1	
CASQ2	O14958		O14958	2vaf-A	NA	399	22	370	100	65	77	0.126	0.809852	-1	
COLEC10	Q9Y6Z7		Q9BWP8	4yli-F	NA	277	122	275	51.3	30	33	0.126	0.809852	-1	
CTNND1	O60716		O60716	3l6x-A	NA	968	358	852	100	86	91	0.126	0.809852	-1	
DACH1	Q9UI36		Q9UI36	1l8r-B	NA	760	186	284	100	18	21	0.126	0.809852	-1	
DDX60	Q8IY21		Q1K502	5dzr-A	NA	1712	1256	1546	27.4	48	50	0.126	0.809852	-1	
EVPL	Q92817		O60437	4q28-A	NA	2033	1683	1782	44	21	23	0.126	0.809852	-1	
FGF20	Q9NP95		Q9NP95	3f1r-B	NA	211	52	208	100	20	30	0.126	0.809852	-1	
HGFAC	Q04756		P02751	3m7p-A	NA	655	97	238	27.4	17	20	0.126	0.809852	-1	
KPNA5	O15131		P52292	1qgk-B	NA	536	10	51	50	8	10	0.126	0.809852	-1	
MYO9B	Q13459		Q9HD67	5i0i-A	NA	2157	128	675	40.8	64	76	0.126	0.809852	-1	
PDCD11	Q14690		Q14690	1wi5-A	NA	1871	173	278	100	11	11	0.126	0.809852	-1	
PDE4B	Q07343		Q07343	4wzi-B	NA	736	166	657	100	68	84	0.126	0.809852	-1	
PLXNC1	O60486		Q80UG2	5l5k-A	NA	1568	660	933	20.8	49	58	0.126	0.809852	-1	
SDK1	Q7Z5N4		P10586	4n5u-A	NA	2213	865	969	33	28	32	0.126	0.809852	-1	
SUOX	P51687		P07850	2a9b-A	NA	545	174	538	68.9	46	52	0.126	0.809852	-1	
TFPI	P10646		P10646	4bqd-A	NA	304	30	107	100	19	26	0.126	0.809852	-1	
TOPBP1	Q92547		Q92547	3uen-A	NA	1522	550	744	100	31	34	0.126	0.809852	-1	
ZBED2	Q9BTP6		Q9BTP6	2djr-A	NA	218	55	117	100	13	19	0.126	0.809852	-1	
ZSCAN5B	A6NJL1		Q15697	1y7q-B	NA	495	39	126	44.6	16	18	0.126	0.809852	-1	
CDKL1	Q00532		Q00532	4agu-B	NA	358	4	293	100	31	38	0.127	0.811913	-1	
CPT1C	Q8TCG5		Q8TCG5	2m76-A	NA	803	1	50	100	8	12	0.127	0.811913	-1	
DCAF4L2	Q8NA75		A0A0J9X2A1	5afu-3	NA	395	218	386	25.9	70	122	0.127	0.811913	-1	
DSCAML1	Q8TD84		Q8TD84	1va9-A	NA	2053	978	1087	100	19	29	0.127	0.811913	-1	
GPR83	Q9NYM4		P25103	2ksb-A	NA	423	95	363	33.9	60	67	0.127	0.811913	-1	
IGKV1D-8	A0A087WSZ0		P01597	3upa-A	NA	117	23	117	85.3	37	49	0.127	0.811913	-1	
MAPK8	P45983		P45983	1ukh-A	NA	427	9	363	100	47	60	0.127	0.811913	-1	
MTO1	Q9Y2Z2		O66962	2zxh-A	NA	717	36	686	41	65	69	0.127	0.811913	-1	
MYBPC3	Q14896		Q9JMB8	5e55-B	NA	1274	771	1066	21.4	39	51	0.127	0.811913	-1	
OR2A2	Q6IF42		P07550	5jqh-B	NA	318	38	308	21.8	77	98	0.127	0.811913	-1	
PLXND1	Q9Y4D7		P70206	5l5c-A	NA	1925	69	1259	26.3	108	128	0.127	0.811913	-1	
SNAI3	Q3KNW1		D9IWL3	5v3g-A	NA	292	139	286	36	26	27	0.127	0.811913	-1	
SPEG	Q15772		O14936	3c0g-B	NA	3267	2966	3267	33.1	52	58	0.127	0.811913	-1	
TAPBPL	Q9BX59		Q9BX59	5wer-F	NA	468	34	399	100	20	24	0.127	0.811913	-1	
TMEM266	Q2M3C6		Q3U2S8	3wkv-A	NA	531	138	262	28	17	20	0.127	0.811913	-1	
TTC6	Q86TZ1		O15294	5vif-A	NA	520	422	514	21.3	18	24	0.127	0.811913	-1	
ZBTB14	O43829		Q07230	2i13-A	NA	449	279	408	43.9	23	23	0.127	0.811913	-1	
AGAP4	Q96P64		Q8TDY4	3lvq-E	NA	663	442	655	33.9	7	10	0.128	0.813697	-1	
DDB1	Q16531		Q16531	2hye-A	NA	1140	1	1140	100	138	153	0.128	0.813697	-1	
FADS1	O60427		P00175	1fcb-A	NA	444	24	117	32	11	10	0.1275	0.813697	-1	
FCRL4	Q96PJ5	S	P28685	1cs6-A	NA	515	20	372	23.6	84	107	0.128	0.813697	0.542365	
GULP1	Q9UBP9		Q02410	1aqc-A	NA	304	18	154	30.6	19	22	0.128	0.813697	-1	
ITCH	Q96J02		Q96J02	3tug-A	NA	903	525	897	100	53	62	0.128	0.813697	-1	
LDHB	P07195		P07195	1t2f-B	NA	334	2	333	100	56	63	0.128	0.813697	-1	
LIPM	Q5VYY2		P80035	1k8q-A	NA	423	34	410	54.6	30	30	0.128	0.813697	-1	
MAPK12	P53778		P53778	1cm8-A	NA	367	8	353	100	25	24	0.128	0.813697	-1	
PCDHAC2	Q9Y5I4		Q91XX9	5szn-A	NA	1007	44	574	48.5	112	138	0.128	0.813697	-1	
RABGAP1L	Q5R372		Q5R372	3hzj-A	NA	815	511	797	100	50	56	0.1275	0.813697	-1	
SIK3	Q9Y2K2		Q9P0L2	2hak-E	NA	1321	5	324	59	37	45	0.128	0.813697	-1	
SLC25A18	Q9H1K4		P02722	2c3e-A	NA	315	2	289	26.8	47	53	0.128	0.813697	-1	
TNXB	P22105		P10586	2edy-A	NA	4242	1260	1350	26.5	12	16	0.128	0.813697	-1	
TRGC1	P0CF51		P0CF51	4lfh-G	NA	173	1	114	100	31	39	0.128	0.813697	-1	
TSHZ2	Q9NRE2		Q63HK5	2dmi-A	NA	1034	203	303	74.5	31	42	0.128	0.813697	-1	
TTC37	Q6PGP7		Q7KJA9	5a01-A	NA	1564	524	755	22.5	20	19	0.1275	0.813697	-1	
ZNF562	Q6V9R5		P49711	5und-A	NA	426	257	423	27.5	35	43	0.128	0.813697	-1	
ACAD9	Q9H845		P49748	2uxw-A	NA	621	37	617	46.6	78	80	0.129	0.814701	-1	
CXCR4	P61073	"C,S"	P61073	3oe8-C	NA	352	27	305	100	40	45	0.129	0.814701	0.542365	
DDX5	P17844	"S,M"	P17844	3fe2-A	NA	614	71	304	100	35	37	0.129	0.814701	0.542365	
JAK1	P23458	"C,S"	P23458	4l01-A	NA	1154	565	850	100	42	43	0.129	0.814701	0.542365	
KCNIP4	Q6PIL6		Q6PHZ8	3dd4-A	NA	250	54	250	100	49	60	0.129	0.814701	-1	
KIAA0319	Q5VV43		Q5VV43	2e7m-A	NA	1072	329	428	100	15	17	0.129	0.814701	-1	
LAMC2	Q13753		P02469	4aqs-A	NA	1193	429	604	32.7	31	36	0.129	0.814701	-1	
MMP10	P09238		P39900	2jxy-A	NA	476	284	476	46.9	29	34	0.129	0.814701	-1	
MPRIP	Q6WCQ1		Q9Y2H5	2yry-A	NA	1025	374	486	30.2	17	20	0.129	0.814701	-1	
OR1C1	Q15619		P29274	4uhr-A	NA	314	40	314	24.1	95	147	0.129	0.814701	-1	
PAFAH1B2	P68402	S	P68402	1vyh-I	NA	229	6	223	100	28	32	0.129	0.814701	0.542365	
PREX1	Q8TCU6		Q8TCU6	4yon-A	NA	1659	34	399	100	65	80	0.129	0.814701	-1	
PRODH	O43272		F7X6I3	5kf7-A	NA	600	340	577	27.1	19	23	0.129	0.814701	-1	
SENP1	Q9P0U3		Q9P0U3	2g4d-A	NA	644	440	644	100	18	17	0.129	0.814701	-1	
SFTPC	P11686		P11686	2yad-C	NA	197	87	197	100	10	11	0.129	0.814701	-1	
SH2D1A	O60880		O60880	1d1z-A	NA	128	4	104	100	32	38	0.129	0.814701	-1	
TFAM	Q00059		Q00059	3tq6-A	NA	246	44	237	100	26	30	0.129	0.814701	-1	
TRHDE	Q9UKU6		P15145	4fkk-A	NA	1024	134	1018	36	284	359	0.129	0.814701	-1	
TRIM60	Q495X7		O15553	4cg4-A	NA	471	135	467	31	63	81	0.129	0.814701	-1	
TRMT2B	Q96GJ1		Q97R12	5xj2-A	NA	504	88	504	28.6	61	67	0.129	0.814701	-1	
VSTM2A	Q8TAG5		P35613	3qqn-A	NA	236	27	131	26.6	19	34	0.129	0.814701	-1	
ALDH4A1	P30038		P30038	3v9g-D	NA	563	23	562	100	64	70	0.13	0.815944	-1	
APOBEC2	Q9Y235		Q9Y235	2nyt-B	NA	224	41	224	100	37	46	0.13	0.815944	-1	
ATP7A	Q04656		P04191	3w5c-A	NA	1500	1219	1383	30	23	26	0.13	0.815944	-1	
CA3	P07451		P07451	3uyn-A	NA	260	2	260	100	59	75	0.13	0.815944	-1	
CLOCK	O15516		P07663	1wa9-A	NA	846	119	375	24.8	20	23	0.13	0.815944	-1	
CSF1	P09603		P09603	3uf2-G	NA	554	36	179	100	23	25	0.13	0.815944	-1	
EPHB4	P54760		P54760	2bba-A	NA	987	17	196	100	30	31	0.13	0.815944	-1	
GPX8	Q8TED1		Q8TED1	3kij-C	NA	209	39	206	100	22	24	0.13	0.815944	-1	
IGLV10-54	A0A075B6I4		A2NUT2	4m1d-L	NA	117	20	117	59.2	16	16	0.13	0.815944	-1	
IL22RA1	Q8N6P7		Q8N6P7	3dgc-S	NA	574	19	225	100	33	42	0.13	0.815944	-1	
OR5AS1	Q8N127		P07550	5d5a-A	NA	324	25	156	24.2	58	86	0.13	0.815944	-1	
OTUD7B	Q6GQQ9		Q6GQQ9	5lru-A	NA	843	129	438	100	32	32	0.13	0.815944	-1	
RC3H1	Q5TC82		Q5TC82	4qik-B	NA	1133	88	398	100	49	58	0.13	0.815944	-1	
RHD	Q02161		Q9UBD6	3hd6-A	NA	417	8	412	30.4	52	51	0.13	0.815944	-1	
S100B	P04271		P04271	1uwo-B	NA	92	2	92	100	19	26	0.13	0.815944	-1	
SEMA4D	Q92854		Q92854	1olz-B	NA	862	24	649	100	103	104	0.13	0.815944	-1	
SPIN1	Q9Y657		Q9Y657	5y5w-D	NA	262	51	259	100	27	33	0.13	0.815944	-1	
TRIM17	Q9Y577		O15553	4cg4-A	NA	477	137	477	26.2	47	48	0.13	0.815944	-1	
TSHZ3	Q63HK5		Q63HK5	2dmi-A	NA	1081	202	303	100	41	56	0.13	0.815944	-1	
ZC3HAV1L	Q96H79		Q8K3Y6	3u9g-A	NA	300	3	245	38.8	16	17	0.13	0.815944	-1	
ADARB1	P78563		P78563	1zy7-A	NA	741	306	740	100	62	67	0.131	0.81667	-1	
APBB2	Q92870		O00213	2e45-A	NA	758	279	340	47.6	10	14	0.131	0.81667	-1	
ARHGAP44	Q17R89		Q13459	5c5s-A	NA	818	246	439	34.4	26	30	0.131	0.81667	-1	
CACNA2D3	Q8IZS8		P13806	5gjv-F	NA	1091	37	1067	28.4	216	250	0.131	0.81667	-1	
CAPN11	Q9UMQ6		P17655	1kfu-L	NA	739	36	737	52.7	102	108	0.131	0.81667	-1	
CNTN2	Q02246		Q02246	2om5-A	NA	1040	34	414	100	54	57	0.131	0.81667	-1	
EPHX4	Q8IUS5		G9BEX6	4o08-B	NA	362	76	356	35.7	48	61	0.131	0.81667	-1	
FURIN	P09958		P09958	4omc-B	NA	794	110	574	100	67	74	0.131	0.81667	-1	
HLA-DPA1	P20036		P20036	4p5k-D	NA	260	32	212	100	25	24	0.131	0.81667	-1	
IGLC3	P0DOY3		A2NUT2	3zl4-L	NA	106	1	106	99.1	11	10	0.131	0.81667	-1	
KCNT1	Q5JUK3		Q8QFV0	5u70-A	NA	1230	71	1200	87.9	152	184	0.131	0.81667	-1	
KPNA4	O00629		O00629	5tbk-A	NA	521	71	487	100	55	53	0.131	0.81667	-1	
OR2L13	Q8N349		P61073	3odu-A	NA	312	20	240	25.7	81	124	0.131	0.81667	-1	
OSBPL8	Q9BZF1		Q9BZF1	5u77-A	NA	889	149	264	100	19	23	0.131	0.81667	-1	
POLR3C	Q9BUI4		Q9BUI4	5afq-B	NA	534	1	532	100	58	58	0.131	0.81667	-1	
RAB9B	Q9NP90		Q9NP90	2ocb-A	NA	201	3	175	100	39	45	0.131	0.81667	-1	
RDH8	Q9NYR8		P14061	1fdv-C	NA	311	8	286	47	58	68	0.131	0.81667	-1	
SIGLEC16	A6NMB1		P20917	5lf5-A	NA	481	34	455	27.2	40	46	0.131	0.81667	-1	
SYNJ2BP	P57105		P57105	2eno-A	NA	145	1	107	100	13	16	0.131	0.81667	-1	
TESC	Q96BS2		Q99653	2e30-A	NA	214	1	206	34.3	24	30	0.131	0.81667	-1	
TIGD3	Q6B0B8		P07199	1hlv-A	NA	471	8	130	34.1	23	24	0.131	0.81667	-1	
WDR41	Q9HAD4		B2J0I0	2ymu-A	NA	459	39	435	24.8	44	50	0.131	0.81667	-1	
AARS	P49588		P49588	5knn-B	NA	968	4	453	100	60	64	0.137	0.818998	-1	
ABCB5	Q2M3G0		P21447	4m2t-A	NA	1257	30	1255	55.1	310	367	0.133	0.818998	-1	
ABHD6	Q9BV23		B0V9K7	4opm-A	NA	337	43	331	28	41	40	0.136	0.818998	-1	
ACBD3	Q9H3P7		Q5T8D3	3flv-A	NA	528	101	177	31.2	15	14	0.136	0.818998	-1	
ADAMTS10	Q9H324		Q76LX8	3vn4-A	NA	1103	466	820	28.2	66	77	0.134	0.818998	-1	
ADD1	P35611		Q48HR6	3ocr-A	NA	737	161	396	44.3	28	31	0.139	0.818998	-1	
ADGRF5	Q8IZF2		Q8N126	1z9m-B	NA	1346	272	370	23.1	18	19	0.134	0.818998	-1	
AFF2	P51816		Q9UHB7	5jw9-A	NA	1311	355	390	61.1	8	13	0.135	0.818998	-1	
AGPAT1	Q99943		Q9X219	5kym-A	NA	283	21	246	27.5	25	28	0.137	0.818998	-1	
AK7	Q96M32		Q9C005	4rta-B	NA	723	646	718	35.6	10	14	0.1395	0.818998	-1	
AMBP	P02760		P02760	4es7-A	NA	352	28	193	100	23	25	0.133	0.818998	-1	
BLNK	Q8WV28		Q9QUN3	2eo6-A	NA	456	329	456	88.3	18	25	0.136	0.818998	-1	
BRD8	Q9H0E9		O60885	2lsp-B	NA	1235	665	806	35.2	18	21	0.14	0.818998	-1	
BTG2	P78543		P78543	3dju-B	NA	158	7	127	100	27	30	0.14	0.818998	-1	
CAPN3	P20807		P20807	4okh-B	NA	821	647	821	100	32	36	0.138	0.818998	-1	
CAPN7	Q9Y6W3		Q9Y6W3	2qfe-A	NA	813	684	813	100	18	20	0.133	0.818998	-1	
CASP8AP2	Q9UKL3		Q9UKL3	2lr8-A	NA	1982	1916	1982	100	9	11	0.133	0.818998	-1	
CCR9	P51686		P51686	5lwe-B	NA	369	32	341	100	39	55	0.136	0.818998	-1	
CD163	Q86VB7		P30203	5a2e-A	NA	1156	717	1029	30.9	74	101	0.138	0.818998	-1	
CD274	Q9NZQ7	S	Q9NZQ7	3sbw-C	NA	290	19	229	100	25	28	0.135	0.818998	0.559424	
CD84	Q9UIB8		Q9UIB8	2pkd-B	NA	345	24	131	100	26	34	0.137	0.818998	-1	
CDC25C	P30307		P30307	5m36-C	NA	473	207	225	100	9	12	0.14	0.818998	-1	
CDHR3	Q6ZTQ4		Q91XX9	5szn-A	NA	885	22	561	26.1	75	81	0.138	0.818998	-1	
CEACAM20	Q6UY09		P13595	2ncm-A	NA	596	20	66	27.1	14	16	0.136	0.818998	-1	
CELF3	Q5SZQ8		Q96J87	2dgq-A	NA	465	1	93	86	15	22	0.136	0.818998	-1	
CENPS	Q8N2Z9		Q8N2Z9	4ne1-T	NA	138	14	118	100	14	15	0.132	0.818998	-1	
CNGA1	P29973		Q03611	5h3o-C	NA	690	159	606	53	84	99	0.14	0.818998	-1	
CNK3/IPCEF1	G9CGD6		D3ZJP6	3tfm-A	NA	899	507	628	30.6	20	20	0.138	0.818998	-1	
COPE	O14579		Q28104	3mkr-A	NA	308	17	307	93.8	26	27	0.138	0.818998	-1	
COQ2	Q96H96		Q9YBM8	4od5-E	NA	371	76	266	27.9	15	15	0.139	0.818998	-1	
COX5B	P10606		P00428	5x19-S	NA	129	32	129	85.7	15	14	0.133	0.818998	-1	
CSF2	P04141		P04141	4nkq-C	NA	144	31	135	100	11	12	0.133	0.818998	-1	
CYP2C19	P33261		P33261	4gqs-B	NA	490	29	489	100	139	165	0.132	0.818998	-1	
CYP2D6	P10635		P10635	2f9q-A	NA	497	34	497	100	76	78	0.14	0.818998	-1	
CYP4F3	Q08477		P15128	5t6q-A	NA	520	48	520	45	96	114	0.136	0.818998	-1	
DBT	P11182		P11182	1k8o-A	NA	482	62	145	100	13	14	0.137	0.818998	-1	
DCAKD	Q8WVC6		O67792	2if2-B	NA	231	1	198	35.4	32	42	0.139	0.818998	-1	
DDR1	Q08345		Q08345	4bkj-A	NA	913	601	913	100	37	41	0.139	0.818998	-1	
DGKG	P49619		O95267	4l9m-A	NA	791	177	323	25.9	28	34	0.138	0.818998	-1	
DOK1	Q99704		Q99704	2v76-C	NA	481	153	254	100	15	17	0.135	0.818998	-1	
DTX3L	Q8TDB6		Q8TDB6	3pg6-C	NA	740	606	740	100	21	25	0.135	0.818998	-1	
DUS2	Q9NX74		Q9NX74	4wfs-A	NA	493	14	330	100	35	37	0.137	0.818998	-1	
E2F8	A0AVK6		A0AVK6	4yo2-A	NA	867	110	341	100	30	37	0.138	0.818998	-1	
EFHD1	Q9BUP0		Q26069	3tuy-E	NA	239	84	193	30	14	20	0.135	0.818998	-1	
EIF4E2	O60573		O60573	2jgc-A	NA	245	47	234	100	30	31	0.138	0.818998	-1	
ELL3	Q9HB65		O00472	5jw9-B	NA	397	284	393	50.9	24	28	0.1345	0.818998	-1	
EPPIN	O95925		P84875	4bd9-B	NA	133	24	133	27.3	18	24	0.132	0.818998	-1	
FAM43A	Q8N2R8		D3ZAR1	3so6-A	NA	423	66	190	29.4	13	13	0.139	0.818998	-1	
FCN3	O75636		O75636	2j5z-A	NA	299	86	299	100	28	30	0.136	0.818998	-1	
FGF14	Q92915		Q92913	4jpz-A	NA	247	66	213	80.4	36	42	0.138	0.818998	-1	
FMNL1	O95466		O95466	4ydh-A	NA	1100	31	422	100	44	45	0.132	0.818998	-1	
FNDC3A	Q9Y2H6		Q9Y2H6	2crm-A	NA	1198	554	660	100	14	20	0.136	0.818998	-1	
FTHL17	Q9BXU8		P02794	5n27-A	NA	183	4	177	66.7	54	66	0.136	0.818998	-1	
FXR1	P51114		P51114	3o8v-A	NA	621	4	122	100	15	16	0.137	0.818998	-1	
GABRP	O00591		P28472	4cof-E	NA	440	42	438	41.6	62	79	0.14	0.818998	-1	
GATD1	Q8NB37		Q5KWF3	1u9c-A	NA	220	56	205	25.3	18	20	0.138	0.818998	-1	
GCK	P35557		P35557	4isf-A	NA	465	16	465	100	77	94	0.137	0.818998	-1	
GIN1	Q9NXP7		P14350	4e7l-A	NA	522	53	316	23.5	31	41	0.136	0.818998	-1	
GLRX2	Q9NS18		Q9NS18	2ht9-B	NA	164	54	164	100	13	13	0.14	0.818998	-1	
GPR132	Q9UNW8		P47900	4xnw-A	NA	380	25	318	29.5	56	67	0.133	0.818998	-1	
GRM2	Q14416		Q13255	4or2-B	NA	872	556	825	50	44	58	0.135	0.818998	-1	
GRM7	Q14831		Q13255	4or2-B	NA	915	579	856	46.1	67	94	0.138	0.818998	-1	
GTF2E2	P29084		P29084	5iya-R	NA	291	75	239	100	21	27	0.14	0.818998	-1	
GZMA	P12544		P12544	1op8-E	NA	262	29	262	100	65	87	0.138	0.818998	-1	
HARS2	P49590		P12081	4phc-A	NA	506	54	502	79.1	52	58	0.135	0.818998	-1	
HDAC9	Q9UKV0		P56524	2h8n-C	NA	1011	37	101	67.7	15	21	0.14	0.818998	-1	
HERC6	Q8IVU3		Q15751	4o2w-A	NA	1022	27	363	29.2	40	49	0.136	0.818998	-1	
HNRNPU	Q00839		Q92499	4xw3-B	NA	825	299	468	31.2	22	26	0.138	0.818998	-1	
HSPA12A	O43301		P11141	3dqg-C	NA	675	531	542	33.3	4	10	0.134	0.818998	-1	
HTRA2	O43464		O43464	5tny-A	NA	458	142	457	100	27	32	0.134	0.818998	-1	
HUWE1	Q7Z6Z7		Q7Z6Z7	5lp8-B	NA	4374	3951	4374	100	85	111	0.135	0.818998	-1	
IBTK	Q9P2D0		Q15751	4o2w-A	NA	1353	8	340	26.8	48	55	0.135	0.818998	-1	
ICAM3	P32942		P05362	2oz4-A	NA	547	217	488	47.4	22	20	0.133	0.818998	-1	
IGKV2D-29	A0A075B6S2		Q58EU8	1kn2-L	NA	120	21	120	81	33	39	0.133	0.818998	-1	
IGSF8	Q969P0		P13596	1qz1-A	NA	613	198	463	21.4	33	37	0.132	0.818998	-1	
IL9R	Q01113		P14784	5m5e-B	NA	521	54	258	24.9	34	38	0.14	0.818998	-1	
ITGB4	P16144		P16144	3fq4-B	NA	1822	989	1107	100	22	24	0.135	0.818998	-1	
KCND2	Q9NZV8		Q63881	1s6c-B	NA	630	1	21	100	6	13	0.132	0.818998	-1	
KCNJ14	Q9UNX9		F1NHE9	3spg-A	NA	436	49	385	65.6	50	60	0.137	0.818998	-1	
KCNK15	Q9H427		P97438	5vk5-B	NA	330	11	242	34.8	42	51	0.14	0.818998	-1	
KCNK7	Q9Y2U2		O00180	3ukm-D	NA	307	10	270	42.8	23	25	0.134	0.818998	-1	
KCTD7	Q96MP8		Q9NXV2	3dry-C	NA	289	41	154	32.2	16	21	0.136	0.818998	-1	
KIF4B	Q2VIQ3		Q12756	4egx-D	NA	1234	413	451	30	7	11	0.135	0.818998	-1	
KIR2DS2	P43631		P43631	4n8v-I	NA	304	28	221	100	22	24	0.13425	0.818998	-1	
KIR3DL1	P43629		P43629	3vh8-H	NA	444	28	313	100	72	82	0.135	0.818998	-1	
KRIT1	O00522		O00522	5d68-B	NA	736	288	736	100	60	72	0.139	0.818998	-1	
KRT33A	O76009		P13645	4zry-A	NA	404	254	361	56.5	26	38	0.132	0.818998	-1	
LAG3	P18627		P43146	2ed7-A	NA	525	355	381	29.6	9	13	0.134	0.818998	-1	
LATS1	O95835		P23443	4l44-A	NA	1130	699	1064	34.2	61	76	0.139	0.818998	-1	
LATS2	Q9NRM7		P53894	4lqq-A	NA	1088	601	1007	46.7	70	75	0.136	0.818998	-1	
LEF1	Q9UJU2	S	P27782	3oux-B	NA	399	11	62	96.2	10	11	0.139	0.818998	0.563831	
LGR5	O75473		O75473	4ufs-A	NA	907	32	565	100	69	80	0.133	0.818998	-1	
LIG3	P49916		P49916	1in1-A	NA	1009	924	1009	100	12	13	0.136	0.818998	-1	
LMO7	Q8WWI1		Q99439	1wyn-A	NA	1683	86	197	31.2	9	11	0.139	0.818998	-1	
LOXL2	Q9Y4K0		P30203	5a2e-A	NA	774	56	426	25.7	56	76	0.137	0.818998	-1	
LPA	P08519		P08519	1jfn-A	NA	4548	3665	3770	100	28	35	0.14	0.818998	-1	
LRRC3B	Q96PB8		Q6E4B4	2r9u-B	NA	259	34	193	32.1	44	57	0.136	0.818998	-1	
LYG1	Q8N1E2		P00717	1lsp-A	NA	194	24	194	45	23	29	0.139	0.818998	-1	
LYG2	Q86SG7		P00719	3wyh-A	NA	212	38	212	47	29	40	0.14	0.818998	-1	
MARCH10	Q8NA82		P40318	2m6m-A	NA	808	651	714	35.9	12	15	0.134	0.818998	-1	
MARK1	Q9P0L2		Q9P0L2	3ose-A	NA	795	696	795	100	22	26	0.138	0.818998	-1	
MARK2	Q7KZI7		Q9P0L2	3ose-A	NA	788	689	788	80	19	22	0.133	0.818998	-1	
MAST3	O60307		Q13464	3ndm-C	NA	1309	366	673	40.8	30	37	0.136	0.818998	-1	
MGAM2	Q2M2H8		O43451	3l4u-A	NA	2515	46	904	64.1	34	34	0.136	0.818998	-1	
MKRN3	Q13064		Q06102	6eoj-B	NA	507	94	128	37.1	21	30	0.134	0.818998	-1	
MOB2	Q70IA6		Q9H8S9	5twh-A	NA	237	14	207	41.6	24	29	0.136	0.818998	-1	
MUC16	Q8WXI7		Q9D1H1	1ivz-A	NA	14507	13158	13282	30.9	30	37	0.136	0.818998	-1	
MYC	P01106	S	P01106	1mv0-A	NA	439	55	68	100	5	13	0.132	0.818998	0.55296	
MYH3	P11055		P12883	5wlz-D	NA	1940	1678	1746	72.5	12	16	0.138	0.818998	-1	
